0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240,241,242,243,244,245,246,247,248,249,250,251,252,253,254,255,256,257,258,259,260,261,262,263,264,265,266,267,268,269,270,271,272,273,274,275,276,277,278,279,280,281,282,283,284,285,286,287,288,289,290,291,292,293,294,295,296,297,298,299,300,301,302,303,304,305,306,307,308,309,310,311,312,313,314,315,316,317,318,319,320,321,322,323,324,325,326,327,328,329,330,331,332,333,334,335,336,337,338,339,340,341,342,343,344,345,346,347,348,349,350,351,352,353,354,355,356,357,358,359,360,361,362,363,364,365,366,367,368,369,370,371,372,373,374,375,376,377,378,379,380,381,382,383,384,385,386,387,388,389,390,391,392,393,394,395,396,397,398,399
1.0299603199326022,2.674502062306532,0.9077028613969029,0.726280202426344,1.5750603237575767,-6.060135976096001,0.7123060429395754,1.7630430403841961,0.9012801596186872,1.0283926204995626,-112.19237578891307,-134.42769397135578,-117.52356062253268,-105.26019272534612,-169.47673896980422,-169.12000319669355,-85.08145114880567,-51.21157696211189,-66.2760807968624,-24.124033018275554,-117.47538109691162,-198.96870207703057,-157.89874678696432,-69.73343407725604,-79.27312059821304,-123.45631984923843,-168.83200172285459,-80.72372102316561,-96.06303149593978,-94.45720915366344,-96.00068077554779,-90.28661456818688,-121.25019613899973,-67.27373932755695,-97.50554522144918,-102.85620029477096,-89.96068025681335,-95.03669583319547,-89.31322286562148,-128.83729430230287,-129.54218164741644,-34.1162034107176,-154.98499590010658,-119.1517351470453,-38.148605858180204,-127.95633338968673,-62.29380485129293,-179.39068329751086,-100.31374822862944,-135.2171280338387,-95.33994928007637,-67.96086540656316,-99.83662755573106,-111.59705679097337,-101.57886206488762,-147.501148863396,-120.090174021403,-107.67937054820807,-119.39568664045818,-121.35828836386405,-131.21041314679198,-122.27445132150439,-124.57023011500947,-132.66089961667825,-118.79466725985023,-105.42482609675204,-101.22358776271095,-103.32960085821215,-100.602042496101,-102.15381650899421,-100.71380970640791,-101.32671394667604,-100.4707931590421,-91.81842669055172,-95.1964905680848,-125.01925984711697,-124.68081139222699,-108.15579496271047,-113.61413661985391,-116.07158812103607,-102.80270906878305,-107.80677606592884,-111.00063560415433,-113.3268534058798,-111.28829620782379,-119.32994171209882,-120.24337173676864,-115.90779289175508,-107.31336338952804,-105.03435916897934,-139.12702262975483,-68.76760442063599,-146.44925191550266,-102.98946746486115,-56.09648680542414,-131.05497623339363,-104.60853907953978,-104.61549516387107,-125.92935137339883,-121.12914444520698,-50.93799521307519,-93.7550724410308,-96.50181927711266,-72.21147715222983,-48.086705392953505,-134.39128340709925,-125.3256862174732,-115.40270389245032,-123.74846441111342,-117.1429665417783,-42.44610924789465,-48.08829450331373,-118.12624216966672,-176.20486348076415,-121.59900294413168,-27.398728548987034,-5.449926262871599,-16.5710686564564,-37.77893163910225,-58.717233182785435,-59.398511240918744,-21.46651555861585,-28.82757065357796,-53.32660236307837,-72.90011838987238,-37.550859021531046,-31.761951562196263,-56.19535358881557,-39.808708182137956,-108.97564064813716,-61.98358583098384,-74.83028337095868,-63.0921805976261,-78.4111545319398,-112.25114850985922,-35.68647257503366,33.97071281328475,9.066161379166855,14.84006131228437,1.0708018494005742,32.20749590962033,57.112747467050056,26.34981713270304,32.68123552758985,15.347870673388835,38.32740018249774,19.111753263700265,6.401116111922081,2.04305607843477,-1.3008781128601385,-181.77805456398406,-176.31948644951052,-115.49796944164981,53.385508034715166,98.57508783133724,121.49526847079282,65.59601099045739,66.41676603638317,84.68368520000385,116.08228924434812,118.50070027238836,175.2944061465411,-131.3620029367941,-115.06822037353072,-125.30966022313821,-118.77381287863292,-114.62259634012823,-120.65978620895494,214.8044662132673,199.40995991181035,-57.135303006994874,-40.829763649126846,-112.04215145298978,-47.97689868638822,-50.06169259985775,-114.6858206722635,-50.274910351854636,-115.19686467511704,-108.64421559994419,-99.54405783999579,-63.99071868693113,218.60702086576507,-92.15973494309341,-109.60320640472757,-73.09030697035168,268.8813267078057,-119.67531821855964,261.618537971605,263.9423531909841,-123.95977813672398,-121.90727510177902,250.95611982443512,261.4799590281917,273.0643109056618,270.70117231484585,-117.84591763204973,-117.92351301811325,263.15357355911027,-110.25081010099873,-119.70405189067002,276.8217659165497,-116.70770602043966,114.32733278542301,271.6371523687686,268.69602085715854,-119.86351725459718,274.8182967226684,281.0546764631468,277.07713849567136,275.12729459376055,274.8134905997611,272.2284576360102,271.543292830805,108.18895056812872,265.3512841424112,282.8312324103588,-13.40476311676349,282.2385205757691,30.24874872438062,119.43494842822776,0.2589705511606297,-37.31525422720051,38.44978425196598,-53.3010347745162,-2.193977509639751,-53.08676110050766,294.6462016214282,31.650448831130774,292.53475498304283,296.54838533186455,-22.00467730172919,117.38368248436976,286.9521012643271,261.3414723105808,-45.7227966449361,290.72361512220374,284.5858830992222,295.4348645543373,288.03542074386826,28.962325860136673,294.76360774135424,17.01010887066515,31.124772798234176,298.36605930439885,288.78585758376414,160.34002569461467,301.3815218243554,296.42046943463043,297.17809600252974,296.3863899465621,291.05147955752693,240.59632518031307,-32.352317003647926,293.65369273687793,293.34504368969357,299.2174576730898,292.9016809542319,-60.14664616898434,-0.4043861229996395,126.15005389299665,160.4130342530675,-106.05625254201951,-38.670580871778206,295.7866691453413,294.3784713786334,287.73833975826466,295.38598695585233,268.0850736379866,294.2234368992559,295.9786129914647,296.22394816061774,296.88369219668584,106.24622579008002,288.5839104495027,-49.731838924427514,299.7464225866178,297.0190327007736,297.23307111007546,297.1259667266804,303.65571609174714,301.8917847600087,302.59527894923264,298.5649319715591,298.5506999427567,299.44742845853364,296.4337401991126,300.9775045561548,296.78490404472365,300.1373629926621,298.2356237789886,298.5326364037019,165.60991986474005,304.1179146373838,291.08246013346263,108.90525864464033,299.73223018237684,-17.28243370430286,296.1558713736725,296.75446537155324,296.4129820068056,298.60063448075937,298.473606334129,301.3536208866934,300.303934880153,306.2954919248216,-115.00486574236179,305.2874531016202,295.3986015567799,293.02222625362765,299.46014558513264,301.84432624620314,299.79553798641314,295.04963694365125,300.5128333535415,293.7577062035179,297.0817726275851,-112.60154958360394,299.99811695153045,-139.17974140103703,301.12673133199263,299.41703858501813,297.1666779989207,298.8687346586313,298.3081886198465,-56.62449989990333,301.64451655705193,295.99685840939844,295.39497232198227,295.03913444896244,296.53746477739503,293.1625461541303,288.28147917536756,295.6080076233618,296.84198088967776,300.56826812001754,57.99164248920866,304.91737088325436,300.60121275632366,5.220692691013824,304.2714320692141,298.4562467768725,296.170131609849,-36.23401679043102,299.4743951232283,-121.87237181702982,299.2344147438536,297.4621630198347,299.89891234781265,294.7170913857257,291.8745936420836,297.3835342173549,-147.27241330926728,142.60891963565857,-135.82636281898672,-116.84015335263994,294.6453154713635,39.483892779386906,-27.496076909902,301.0683159888958,297.07011197027384,295.8142837175769,299.2257636532072,302.6616693960639,299.27224573005,300.777547022919,302.4873707955845,295.0876289102387,288.68223495502116,50.29954508247948,138.38670577474778,-4.189471065680948,296.94918947430335,304.2940043919096,303.0678055681929,307.3465232862157,304.3335795209587,138.80849763712766,29.029501500114662,302.2770023421997,304.05023087418425,302.4146679345712,298.82125966913253,296.1300101840286,301.1106599453443,303.7771916529818,297.947483643045,305.3871422410807,306.998428754135,305.5138665717883,302.3544536385685,302.9108421198315,296.5971458810274,305.15994307406527,301.6834130870687,304.79660939901004,156.7305743167027,303.73559300264856,300.16239804079373,299.00758149702096,-99.87740631941458
